,Player Name,Average,Matches
236,Hammad Azam,66.66666666666666,6
237,Mohammad Salman,33.33333333333333,3
238,Junaid Khan,5.88235294117647,17
239,Usman Salahuddin,0.0,2
240,Tanvir Ahmed,100.0,1
241,Taufeeq Umar,50.0,2
242,G C Wilson,100.0,26
243,N G Jones,0.0,2
244,Misbah-ul-Haq*,209.6153846153846,52
245,P A Patel,42.857142857142854,7
246,S Dhawan,263.04347826086956,92
247,S Badrinath,100.0,1
248,S K Raina*,100.0,5
249,P Kumar,20.0,5
250,D P Hyatt,62.5,8
251,M K Tiwary,175.0,8
252,A Mishra,0.0,5
253,R Vinay Kumar,25.0,8
254,I Sharma,0.0,5
255,A N Cook*,235.55555555555557,45
256,C Kieswetter,131.25,16
257,J W Dernbach,0.0,4
258,D F Watts,200.0,1
259,K J Coetzer,243.75,16
260,C S MacLeod,214.0,50
261,J H Davey,77.77777777777779,18
262,P L Mommsen,75.0,8
263,N F I McCallum,0.0,1
264,R D Berrington,153.19148936170214,47
265,G I Maiden,0.0,1
266,G D Drummond*,66.66666666666666,3
267,G Goudie,100.0,1
268,M R Swart,100.0,7
269,V A B Tewarie,0.0,1
270,N Kruger,0.0,1
271,T J Heggelman,100.0,1
272,Ahsan Malik,0.0,3
273,T M Dilshan*,60.0,15
274,L D Chandimal,103.57142857142858,56
275,K C Sangakkara,296.0526315789474,76
276,B M A J Mendis,50.0,30
277,S H T Kandamby,33.33333333333333,3
278,S Randiv,80.0,5
279,R A S Lakmal,14.285714285714285,28
280,S R Patel,91.66666666666666,12
281,F D M Karunaratne,75.0,8
282,K T G D Prasad,66.66666666666666,6
283,Scorecards Menu,120.0,5
284,A D Poynter,204.54545454545453,22
285,L D Chandimal,20.0,5
286,A S Hansra*,66.66666666666666,6
287,Usman Limbada,80.0,5
288,Hamza Tariq,0.0,6
289,Junaid Siddiqui,0.0,3
290,P A Desai,119.35483870967742,31
291,Noor Ali Zadran,150.0,4
292,Shabir Noori,155.35714285714286,56
293,Mohammad Shahzad,100.0,5
294,Nawroz Mangal*,128.0701754385965,57
295,Mohammad Nabi,115.38461538461537,26
296,Asghar Afghan,142.85714285714286,7
297,Karim Sadiq,127.65957446808511,47
298,Samiullah Shinwari,20.930232558139537,43
299,Dawlat Zadran,20.0,25
300,Mirwais Ashraf,14.285714285714285,14
301,Hamid Hassan,102.7027027027027,37
302,Gulbadin Naib,0.0,1
303,R A Bhatti,311.11111111111114,9
304,B R M Taylor*,153.0612244897959,49
305,H Masakadza,125.0,4
306,F Mutizwa,66.66666666666666,24
307,E Chigumbura,110.25641025641026,39
308,Nasir Hossain,0.0,8
309,R M S Eranga,14.285714285714285,21
310,K M Jarvis,51.35135135135135,37
311,M N Waller,100.0,2
312,Shuvagata Hom,50.0,26
313,S Prasanna,212.5,16
314,J W A Taylor,220.00000000000003,70
315,E J G Morgan*,183.92857142857142,56
316,B A Stokes,50.0,2
317,S G Borthwick,182.75862068965517,58
318,A M Rahane,140.0,5
319,R Dravid,150.0,16
320,Imran Farhat,140.67796610169492,59
321,Shoaib Malik,50.0,4
322,Adnan Akmal,88.88888888888889,54
323,R A Jadeja,125.92592592592592,27
324,R P Singh,75.0,4
325,C J Chibhabha,114.28571428571428,7
326,D I Allan,133.33333333333331,3
327,C O Obuya*,0.0,2
328,I A Karim,0.0,2
329,L N Oluoch,0.0,6
330,R D Gudhka,0.0,1
331,H A Varaiya,0.0,3
332,L N Onyango,135.0,20
333,D S Wesonga,183.92857142857142,56
334,E B Ringera,50.0,2
335,Sohail Khan,253.84615384615384,39
336,A van der Merwe,120.83333333333333,24
337,D Ramdin*,125.92592592592592,27
338,Mushfiqur Rahim*,40.0,25
339,Shakib Al Hasan,278.40909090909093,88
340,Alok Kapali,166.66666666666669,42
341,J M Bairstow,0.0,1
342,K O A Powell,0.0,1
343,D Ramdin,50.0,2
344,C R Brathwaite,237.5,8
345,D A Warner,155.0,20
346,M R Marsh,0.0,2
347,T Taibu,0.0,1
348,F Mutizwa,150.0,16
349,K O Meth,200.0,8
350,H M Amla*,100.0,6
351,G C Smith,0.0,2
352,M V Boucher,50.0,2
353,S C Meaker,179.41176470588235,34
354,R J Nicol,94.5945945945946,37
355,B J Watling,0.0,4
356,B B McCullum,533.3333333333333,3
357,V R Aaron,20.0,10
358,C K B Kulasekara,50.0,2
359,Sarfaraz Ahmed,152.94117647058823,17
360,Shahid Afridi,0.0,3
361,Aizaz Cheema,200.0,1
362,V Sehwag*,20.0,5
363,U T Yadav,334.7826086956522,23
364,Farhad Reza,133.33333333333331,3
