,Player Name,Average,Matches
783,S W Poynter,33.33333333333333,9
784,Mosaddeck Hossain,0.0,3
785,K C Brathwaite,170.0,20
786,D J Worrall,64.70588235294117,17
787,A L Phehlukwayo,85.71428571428571,7
788,Mosharraf Hossain,42.857142857142854,7
789,B M Duckett,56.25,16
790,J C Buttler*,0.0,5
791,C P Tremain,0.0,1
792,H H Pandya,72.72727272727273,11
793,J J Bumrah,0.0,2
794,J Yadav,176.66666666666666,30
795,Shahid Wasif,169.23076923076923,13
796,Babar Hayat*,196.7741935483871,31
797,Ehsan Khan,269.5652173913044,46
798,Tanveer Ahmed,152.63157894736844,19
799,A Vala*,32.0,25
800,S Bau,84.61538461538461,13
801,D Bau,100.0,10
802,H Hiri,212.5,16
803,C A Soper,9.090909090909092,11
804,J B Reva,0.0,2
805,K Christie,200.0,2
806,P J Moor,0.0,1
807,C T Mumba,166.66666666666669,3
808,N Dickwella,0.0,4
809,W U Tharanga*,200.0,2
810,E Lewis,194.28571428571428,35
811,S D Hope,110.00000000000001,20
812,R Powell,0.0,4
813,A R Nurse,50.0,2
814,D A S Gunaratne,180.0,15
815,T K Musakanda,183.33333333333331,12
816,N T Broom,100.0,4
817,L H Ferguson,82.35294117647058,17
818,Tanbir Hayder,110.00000000000001,10
819,Nurul Hasan,0.0,3
820,Subashis Roy,0.0,1
821,C A Lynn,250.0,28
822,B Stanlake,0.0,3
823,Mohammad Hafeez*,0.0,1
824,M S Dhoni,0.0,2
825,H G Munsey,0.0,2
826,C B Sole,76.92307692307693,13
827,C McAuslan,0.0,4
828,P S P Handscomb,0.0,2
829,Rohan Mustafa*,100.0,13
830,Mohammed Qasim,0.0,1
831,Ghulam Shabber,12.5,8
832,Adnan Mufti,10.0,10
833,Qadeer Ahmed,0.0,2
834,D S Weerakkody,28.57142857142857,7
835,A J Finch*,0.0,1
836,P S P Handscomb,0.0,1
837,S D Heazlett,61.111111111111114,18
838,L D Madushanka,12.5,8
839,C B R L S Kumara,0.0,1
840,R P Burl,200.0,2
841,R Ngarava,47.05882352941176,17
842,Fareed Ahmad,0.0,1
843,Ihsanullah,400.0,4
844,Karim Janat,0.0,1
845,Zahoor Khan,200.0,1
846,Imran Haider,0.0,5
847,J S Patel,138.46153846153845,13
848,A S Joseph,244.44444444444446,36
849,J Mulder,25.0,12
850,Najeeb Tarakai,200.0,1
851,Mehidy Hasan Miraz,700.0,1
852,A Nao,233.33333333333334,3
853,D Bau,25.0,4
854,Kamran Akmal,25.0,16
855,Shadab Khan,37.5,8
856,S W Billings,23.809523809523807,21
857,T W M Latham*,0.0,7
858,S C Kuggeleijn,0.0,1
859,S H A Rance,0.0,1
860,T S Roland-Jones,0.0,1
861,J T Ball,16.666666666666664,6
862,R L Chase,0.0,1
863,Fakhar Zaman,42.857142857142854,7
864,Faheem Ashraf,0.0,1
865,Afghanistan,100.0,1
866,M H Cross*,185.71428571428572,7
867,K J Coetzer,0.0,3
868,K A Hope,0.0,6
869,K O K Williams,33.33333333333333,3
870,Kuldeep Yadav,66.66666666666666,9
871,P W H de Silva,283.33333333333337,30
872,A Dananjaya,116.66666666666667,6
873,M V T Fernando,176.9230769230769,13
874,C K Kapugedera*,20.0,5
875,E M D Y Munaweera,100.0,2
876,P M Pushpakumara,0.0,4
877,Y S Chahal,0.0,14
878,H W R Cartwright,50.0,2
879,A C Agar,288.88888888888886,9
880,M L Cummins,292.30769230769226,13
881,J N Mohammed*,0.0,1
882,S W Ambris,192.59259259259258,27
883,S G Whittingham,0.0,1
884,N Pokana,80.0,5
885,Rumman Raees,175.0,4
886,Mohammad Saifuddin,136.36363636363635,11
887,Imam-ul-Haq,160.0,5
888,S Samarawickrama,20.0,5
889,A K Markram,0.0,12
890,P W A Mulder,140.0,5
891,D Paterson,275.0,4
892,K Doriga,0.0,1
893,D Ravu,66.66666666666666,3
894,Mujeeb Ur Rahman,16.666666666666664,6
895,S S McKechnie,132.0,25
896,R G Sharma*,50.0,6
897,S S Iyer,91.66666666666666,12
898,N L T C Perera*,100.0,1
899,S O Hetmeyer,0.0,1
900,R R Beaton,88.88888888888889,9
901,T D Astle,0.0,1
902,T W M Latham*,50.0,2
903,Ashfaq Ahmed,150.0,4
904,Mohammad Boota,160.0,5
905,A J Tye,25.0,4
906,B Muzarabani,0.0,1
907,M A Jones,0.0,4
908,M H Cross,25.0,4
909,R D Berrington*,16.666666666666664,6
910,C D Wallace,60.0,5
911,T B Sole,85.71428571428571,7
912,A T Carey,62.5,8
913,J A Richardson,50.0,8
914,Simi Singh,0.0,1
915,Sunzamul Islam,121.42857142857142,14
916,S J Cameron,50.0,2
917,T K Curran,0.0,3
918,D S K Madushanka,0.0,2
919,A K Markram*,150.0,2
920,K Zondo,180.0,5
921,H Klaasen,50.0,2
922,L Ngidi,133.33333333333331,12
923,T G Southee*,50.0,2
924,Rashid Khan*,0.0,1
925,Amir Hayat,25.0,4
926,J Kila,0.0,1
927,S S McKechnie,100.0,2
928,C Zhuwawo,100.0,2
929,K M A Paul,50.0,2
930,K Doriga,50.0,2
931,Simandeep Singh,0.0,2
932,Chirag Suri,0.0,2
933,D E Budge,0.0,2
934,T D Paine*,120.0,5
935,M G Neser,100.0,1
936,A T Carey,120.0,5
937,D J M Short,88.88888888888889,9
938,S M Curran,50.0,8
939,Asif Ali,140.0,5
940,R C Murray,0.0,4
941,L N Roche,0.0,1
942,S N Thakur,14.285714285714285,7
943,P S Masvaure,25.0,8
944,D J ter Braak,150.0,2
945,B F W de Leede,0.0,1
946,P M Seelaar*,0.0,3
947,S A Edwards,200.0,2
948,S Snater,0.0,1
949,F J Klaassen,75.0,4
950,P A van Meekeren,0.0,1
951,G Malla,120.0,15
952,A K Sah,91.66666666666666,12
953,P Khadka*,0.0,1
954,D S Airee,0.0,1
955,Aarif Sheikh,100.0,1
956,Sompal Kami,0.0,1
957,B Regmi,0.0,2
958,S P Gauchan,0.0,1
959,Karan KC,25.0,4
960,S Lamichhane,12.5,8
961,S Vesawkar,0.0,1
962,N G R P Jayasuriya,25.0,4
963,C A K Rajitha,50.0,2
964,S P Khakurel,50.0,2
965,A K Sah,0.0,1
966,R K Paudel,0.0,1
967,L S Bhandari,50.0,2
968,R R Hendricks,0.0,5
969,Hazratullah Zazai,166.66666666666669,3
970,Abdul Shakoor,33.33333333333333,6
971,Sagar Pun,0.0,1
972,Anshuman Rath*,220.00000000000003,5
973,C Carter,0.0,1
974,K K Ahmed,50.0,2
975,Usman Shinwari,0.0,2
976,Najmul Hossain Shanto,0.0,4
977,Shaheen Shah Afridi,263.6363636363636,11
978,Nazmul Islam,0.0,1
979,B A Mavuta,160.0,5
980,C Jonker,0.0,2
981,J-P Duminy*,0.0,2
982,O P Stone,0.0,2
983,Fazle Mahmud,20.0,5
984,C Hemraj,150.0,6
985,O R Thomas,114.28571428571428,7
986,R R Pant,0.0,2
987,F A Allen,200.0,3
988,O C McCoy,0.0,2
989,H Klaasen,375.0,4
990,R Powell*,220.00000000000003,15
991,T L Seifert,112.5,8
992,P M Siddle,175.0,4
993,J P Behrendorff,150.0,4
994,H E van der Dussen,25.0,4
995,Hussain Talat,0.0,2
996,B Bhandari,66.66666666666666,6
997,P Sarraf,0.0,1
998,L N Rajbanshi,200.0,5
999,Fahad Nawaz,0.0,1
1000,Mohammad Naveed*,266.66666666666663,3
1001,V Shankar,100.0,2
1002,C P Rizwan,0.0,1
1003,B E Hendricks,90.9090909090909,11
1004,Shoaib Malik*,150.0,2
1005,Shubman Gill,100.0,1
1006,J D Campbell,0.0,2
1007,N Pooran,150.0,2
1008,West Indies,81.81818181818183,11
1009,J A McCollum,160.0,10
1010,A J Turner,70.0,10
1011,B O P Fernando,172.72727272727272,11
1012,S L Malinga*,25.0,4
1013,A Nortje,100.0,5
1014,Ikram Ali Khil,66.66666666666666,6
1015,J Cameron-Dow,50.0,8
1016,R R Pant,0.0,2
1017,Zahir Khan,11.11111111111111,9
1018,B K G Mendis,0.0,1
1019,P A R P Perera,100.0,1
1020,P H K D Mendis,100.0,7
1021,I Udana,114.28571428571428,7
1022,Shan Masood,200.0,7
1023,Mohammad Hasnain,100.0,7
1024,Sultan Ahmed,171.42857142857142,7
1025,P J Moor*,85.71428571428571,7
1026,X M Marshall,142.85714285714286,7
1027,M D Patel,50.0,2
1028,S R Taylor,114.28571428571428,7
1029,A Jones,0.0,5
1030,J S Malhotra,0.0,1
1031,H R Walsh,55.55555555555556,9
1032,T K Patel,0.0,1
1033,K Gore,100.0,1
1034,Jasdeep Singh,250.0,2
1035,S N Netravalkar*,400.0,1
1036,Ali Khan,0.0,1
1037,S Atai,0.0,6
1038,S J Baard,0.0,1
1039,K Birkenstock,71.42857142857143,7
1040,J P Kotze,0.0,1
1041,M G Erasmus*,181.8181818181818,11
1042,C G Williams,0.0,4
1043,J J Smit,0.0,1
1044,Z E Green,116.66666666666667,6
1045,C Viljoen,50.0,2
1046,J N Frylinck,50.0,2
1047,H N Ya France,100.0,1
1048,L J Tucker,60.0,5
1049,M R Adair,200.0,1
1050,J B Little,0.0,1
1051,D J Malan,150.0,6
1052,J L Denly,83.33333333333334,6
1053,B T Foakes,416.6666666666667,6
1054,S O Dowrich,133.33333333333331,6
1055,S S Cottrell,160.0,5
1056,R A Reifer,0.0,1
1057,Abu Jayed,66.66666666666666,3
1058,Gulbadin Naib*,100.0,4
1059,Abid Ali,0.0,1
1060,F D M Karunaratne*,80.0,5
1061,J C Archer,75.0,4
1062,A Ndlovu,0.0,8
1063,T S Kamunhukamwe,0.0,2
1064,L J Tucker,0.0,4
1065,S C Getkate,0.0,1
1066,R Mutumbami,200.0,1
1067,Tamim Iqbal*,166.66666666666669,6
1068,G Toka,0.0,3
1069,L Siaka*,0.0,1
1070,A Neill,66.66666666666666,6
1071,Khawar Ali,40.0,5
1072,Jatinder Singh,160.0,5
1073,Aqib Ilyas,50.0,4
1074,Zeeshan Maqsood*,0.0,2
1075,Mohammad Nadeem,185.71428571428572,7
1076,G T Main,100.0,6
1077,A V Lalcheta,50.0,6
1078,Sandeep Goud,0.0,3
1079,Suraj Kumar,0.0,1
1080,Bilal Khan,100.0,1
1081,N K Patel,0.0,1
1082,E H Hutchinson,0.0,1
1083,J Theron,0.0,1
1084,Z Groenewald,0.0,1
1085,B M Scholtz,150.0,2
1086,R Hekure,0.0,1
1087,M Bhanuka,0.0,1
1088,K A Pollard*,33.33333333333333,3
1089,R Shepherd,50.0,2
1090,Ibrahim Zadran,100.0,3
1091,V Aravind,200.0,2
1092,D D P D'Silva,50.0,2
1093,Basil Hameed,100.0,1
1094,Waheed Ahmed,0.0,1
1095,K P Meiyappan,325.0,4
1096,I G Holland,475.0,4
1097,Akshay Homraj,100.0,1
1098,C A H Stevenson,150.0,2
1099,N P Kenjige,100.0,2
1100,M D Patel,0.0,1
1101,Akshay Homraj,0.0,1
1102,S Dube,100.0,4
1103,D L Chahar,100.0,4
1104,M A Jones,0.0,2
1105,Hamza Tahir,0.0,2
1106,J Figy John,166.66666666666669,3
1107,Zawar Farid,100.0,1
1108,M E Sanuth,100.0,1
1109,Naseem Khushi,33.33333333333333,3
1110,G J Delany,200.0,2
1111,B A King,200.0,2
1112,A Balbirnie*,0.0,1
1113,W T S Porterfield,0.0,1
1114,K Pierre,0.0,1
1115,J I de Villiers,400.0,2
1116,M Labuschagne,150.0,2
1117,K L Rahul,0.0,1
1118,T Banton,0.0,1
